date,forecast_units_sold,lower_ci,upper_ci,is_festival,is_holiday
2019-06-24,2.243040514874801,-9.233776699478094,13.719857729227696,0,0
2019-06-25,2.242534525947299,-9.234966935620927,13.720035987515525,0,0
2019-06-26,2.2420286511616476,-9.236156708187082,13.720214010510379,0,0
2019-06-27,2.241522890492098,-9.237346017403999,13.720391798388194,0,0
2019-06-28,2.241017243912908,-9.238534863498948,13.720569351324766,0,0
2019-06-29,2.240511711398341,-9.239723246699075,13.720746669495757,0,0
2019-06-30,2.2400062929226654,-9.240911167231355,13.720923753076685,0,0
2019-07-01,2.239500988460157,-9.242098625322626,13.721100602242942,0,0
2019-07-02,2.238995797985096,-9.243285621199584,13.721277217169776,0,0
2019-07-03,2.238490721471769,-9.244472155088765,13.721453598032305,0,0
2019-07-04,2.2379857588944687,-9.245658227216563,13.721629745005501,0,0
2019-07-05,2.2374809102274926,-9.246843837809223,13.72180565826421,0,0
2019-07-06,2.236976175445145,-9.248028987092844,13.721981337983134,0,0
2019-07-07,2.2364715545217355,-9.249213675293381,13.722156784336851,0,0
2019-07-08,2.2359670474315796,-9.250397902636633,13.722331997499792,0,0
2019-07-09,2.2354626541489986,-9.251581669348258,13.722506977646255,0,0
2019-07-10,2.2349583746483197,-9.252764975653765,13.722681724950405,0,0
2019-07-11,2.234454208903876,-9.253947821778517,13.722856239586271,0,0
2019-07-12,2.2339501568900055,-9.255130207947733,13.723030521727743,0,0
2019-07-13,2.233446218581053,-9.256312134386482,13.723204571548587,0,0
2019-07-14,2.2329423939513693,-9.257493601319686,13.723378389222423,0,0
2019-07-15,2.23243868297531,-9.258674608972122,13.723551974922742,0,0
2019-07-16,2.2319350856272364,-9.25985515756842,13.723725328822894,0,0
2019-07-17,2.231431601881517,-9.26103524733307,13.723898451096105,0,0
2019-07-18,2.2309282317125243,-9.262214878490404,13.724071341915455,0,0
2019-07-19,2.230424975094638,-9.26339405126462,13.724244001453897,0,0
2019-07-20,2.229921832002243,-9.264572765879766,13.72441642988425,0,0
2019-07-21,2.22941880240973,-9.265751022559739,13.7245886273792,0,0
2019-07-22,2.2289158862914955,-9.266928821528301,13.724760594111293,0,0
2019-07-23,2.2284130836219416,-9.268106163009062,13.724932330252944,0,0
2019-07-24,2.2279103943754763,-9.269283047225485,13.725103835976437,0,0
2019-07-25,2.227407818526514,-9.270459474400898,13.725275111453925,0,0
2019-07-26,2.226905356049474,-9.27163544475847,13.725446156857416,0,0
2019-07-27,2.226403006918781,-9.272810958521237,13.7256169723588,0,0
2019-07-28,2.225900771108867,-9.273986015912088,13.725787558129822,0,0
2019-07-29,2.225398648594169,-9.275160617153762,13.7259579143421,0,0
2019-07-30,2.224896639349129,-9.27633476246886,13.726128041167119,0,0
2019-07-31,2.2243947433481956,-9.277508452079834,13.726297938776225,0,0
2019-08-01,2.2238929605658235,-9.278681686208994,13.726467607340641,0,0
2019-08-02,2.223391290976472,-9.27985446507851,13.726637047031454,0,0
2019-08-03,2.2228897345546073,-9.281026788910399,13.726806258019614,0,0
2019-08-04,2.222388291274701,-9.282198657926543,13.726975240475944,0,0
2019-08-05,2.2218869611112297,-9.283370072348678,13.727143994571136,0,0
2019-08-06,2.2213857440386766,-9.28454103239839,13.727312520475746,0,0
2019-08-07,2.2208846400315307,-9.285711538297136,13.727480818360196,0,0
2019-08-08,2.2203836490642868,-9.286881590266212,13.727648888394786,0,0
2019-08-09,2.2198827711114446,-9.288051188526783,13.727816730749673,0,0
2019-08-10,2.21938200614751,-9.289220333299872,13.727984345594892,0,0
2019-08-11,2.2188813541469954,-9.290389024806348,13.72815173310034,0,0
2019-08-12,2.218380815084418,-9.291557263266954,13.72831889343579,0,0
2019-08-13,2.217880388934301,-9.292725048902273,13.728485826770875,0,0
2019-08-14,2.2173800756711732,-9.293892381932757,13.728652533275103,0,0
2019-08-15,2.2168798752695698,-9.295059262578713,13.728819013117851,0,0
2019-08-16,2.216379787704031,-9.2962256910603,13.728985266468364,0,0
2019-08-17,2.2158798129491037,-9.297391667597545,13.729151293495754,0,0
2019-08-18,2.2153799509793393,-9.298557192410328,13.729317094369005,0,0
2019-08-19,2.2148802017692955,-9.299722265718387,13.729482669256978,0,0
2019-08-20,2.2143805652935358,-9.300886887741317,13.729648018328387,0,0
2019-08-21,2.2138810415266295,-9.302051058698574,13.729813141751833,0,0
2019-08-22,2.2133816304431515,-9.30321477880947,13.729978039695775,0,0
2019-08-23,2.2128823320176823,-9.304378048293184,13.730142712328547,0,0
2019-08-24,2.2123831462248087,-9.305540867368734,13.730307159818352,0,0
2019-08-25,2.2118840730391227,-9.306703236255023,13.730471382333269,0,0
2019-08-26,2.211385112435222,-9.307865155170795,13.730635380041239,0,0
2019-08-27,2.2108862643877103,-9.309026624334656,13.730799153110077,0,0
2019-08-28,2.210387528871197,-9.31018764396508,13.730962701707472,0,0
2019-08-29,2.2098889058602973,-9.31134821428039,13.731126026000982,0,0
