Product_Name,Category_Name,Forecast_Month,Forecast_Demand,Model
Automotive_Item_026,Automotive,2017-02-01,10.0,Prophet_Product
Automotive_Item_026,Automotive,2017-03-01,5.0,Prophet_Product
Automotive_Item_026,Automotive,2017-04-01,0.0,Prophet_Product
Automotive_Item_026,Automotive,2017-05-01,0.0,Prophet_Product
Automotive_Item_026,Automotive,2017-06-01,0.0,Prophet_Product
Automotive_Item_026,Automotive,2017-07-01,4.0,Prophet_Product
Automotive_Item_026,Automotive,2017-08-01,8.0,Prophet_Product
Automotive_Item_026,Automotive,2017-09-01,4.0,Prophet_Product
Automotive_Item_026,Automotive,2017-10-01,0.0,Prophet_Product
Automotive_Item_026,Automotive,2017-11-01,0.0,Prophet_Product
Automotive_Item_026,Automotive,2017-12-01,6.0,Prophet_Product
Automotive_Item_027,Automotive,2016-11-01,0.0,Prophet_Product
Automotive_Item_027,Automotive,2016-12-01,2.0,Prophet_Product
Automotive_Item_027,Automotive,2017-01-01,0.0,Prophet_Product
Automotive_Item_027,Automotive,2017-02-01,11.0,Prophet_Product
Automotive_Item_027,Automotive,2017-03-01,26.0,Prophet_Product
Automotive_Item_027,Automotive,2017-04-01,17.0,Prophet_Product
Automotive_Item_027,Automotive,2017-05-01,0.0,Prophet_Product
Automotive_Item_027,Automotive,2017-06-01,0.0,Prophet_Product
Automotive_Item_027,Automotive,2017-07-01,0.0,Prophet_Product
Automotive_Item_027,Automotive,2017-08-01,30.0,Prophet_Product
Automotive_Item_027,Automotive,2017-09-01,0.0,Prophet_Product
Automotive_Item_027,Automotive,2017-10-01,13.0,Prophet_Product
Automotive_Item_028,Automotive,2016-12-01,0.0,Prophet_Product
Automotive_Item_028,Automotive,2017-01-01,0.0,Prophet_Product
Automotive_Item_028,Automotive,2017-02-01,0.0,Prophet_Product
Automotive_Item_028,Automotive,2017-03-01,145.0,Prophet_Product
Automotive_Item_028,Automotive,2017-04-01,0.0,Prophet_Product
Automotive_Item_028,Automotive,2017-05-01,78.0,Prophet_Product
Automotive_Item_028,Automotive,2017-06-01,0.0,Prophet_Product
Automotive_Item_028,Automotive,2017-07-01,749.0,Prophet_Product
Automotive_Item_028,Automotive,2017-08-01,0.0,Prophet_Product
Automotive_Item_028,Automotive,2017-09-01,0.0,Prophet_Product
Automotive_Item_028,Automotive,2017-10-01,216.0,Prophet_Product
Automotive_Item_028,Automotive,2017-11-01,0.0,Prophet_Product
Automotive_Item_029,Automotive,2017-01-01,47.0,Prophet_Product
Automotive_Item_029,Automotive,2017-02-01,0.0,Prophet_Product
Automotive_Item_029,Automotive,2017-03-01,56.0,Prophet_Product
Automotive_Item_029,Automotive,2017-04-01,0.0,Prophet_Product
Automotive_Item_029,Automotive,2017-05-01,0.0,Prophet_Product
Automotive_Item_029,Automotive,2017-06-01,0.0,Prophet_Product
Automotive_Item_029,Automotive,2017-07-01,32.0,Prophet_Product
Automotive_Item_029,Automotive,2017-08-01,0.0,Prophet_Product
Automotive_Item_029,Automotive,2017-09-01,0.0,Prophet_Product
Automotive_Item_029,Automotive,2017-10-01,0.0,Prophet_Product
Automotive_Item_029,Automotive,2017-11-01,0.0,Prophet_Product
Automotive_Item_029,Automotive,2017-12-01,0.0,Prophet_Product
Automotive_Item_030,Automotive,2017-01-01,493.0,Prophet_Product
Automotive_Item_030,Automotive,2017-02-01,417.0,Prophet_Product
Automotive_Item_030,Automotive,2017-03-01,500.0,Prophet_Product
Automotive_Item_030,Automotive,2017-04-01,423.0,Prophet_Product
Automotive_Item_030,Automotive,2017-05-01,353.0,Prophet_Product
Automotive_Item_030,Automotive,2017-06-01,499.0,Prophet_Product
Automotive_Item_030,Automotive,2017-07-01,415.0,Prophet_Product
Automotive_Item_030,Automotive,2017-08-01,345.0,Prophet_Product
Automotive_Item_030,Automotive,2017-09-01,319.0,Prophet_Product
Automotive_Item_030,Automotive,2017-10-01,339.0,Prophet_Product
Automotive_Item_030,Automotive,2017-11-01,391.0,Prophet_Product
Automotive_Item_030,Automotive,2017-12-01,671.0,Prophet_Product
Automotive_Item_031,Automotive,2017-01-01,84.0,Prophet_Product
Automotive_Item_031,Automotive,2017-02-01,83.0,Prophet_Product
Automotive_Item_031,Automotive,2017-03-01,72.0,Prophet_Product
Automotive_Item_031,Automotive,2017-04-01,77.0,Prophet_Product
Automotive_Item_031,Automotive,2017-05-01,76.0,Prophet_Product
Automotive_Item_031,Automotive,2017-06-01,70.0,Prophet_Product
Automotive_Item_031,Automotive,2017-07-01,75.0,Prophet_Product
Automotive_Item_031,Automotive,2017-08-01,45.0,Prophet_Product
Automotive_Item_031,Automotive,2017-09-01,60.0,Prophet_Product
Automotive_Item_031,Automotive,2017-10-01,58.0,Prophet_Product
Automotive_Item_031,Automotive,2017-11-01,89.0,Prophet_Product
Automotive_Item_031,Automotive,2017-12-01,73.0,Prophet_Product
Automotive_Item_032,Automotive,2017-01-01,0.0,Prophet_Product
Automotive_Item_032,Automotive,2017-02-01,22.0,Prophet_Product
Automotive_Item_032,Automotive,2017-03-01,22.0,Prophet_Product
Automotive_Item_032,Automotive,2017-04-01,10.0,Prophet_Product
Automotive_Item_032,Automotive,2017-05-01,17.0,Prophet_Product
Automotive_Item_032,Automotive,2017-06-01,14.0,Prophet_Product
Automotive_Item_032,Automotive,2017-07-01,13.0,Prophet_Product
Automotive_Item_032,Automotive,2017-08-01,14.0,Prophet_Product
Automotive_Item_032,Automotive,2017-09-01,21.0,Prophet_Product
Automotive_Item_032,Automotive,2017-10-01,19.0,Prophet_Product
Automotive_Item_032,Automotive,2017-11-01,10.0,Prophet_Product
